no,first_name,last_name,yr,pos,app,gs,w,l,sv,cg,ip,h,r,er,bb,k,k_7,hr,era,team_name,division
25,Rylee,Croucher,Freshman,,11,9,1,5,0,4,51.2,115,109,90,42,39,5.28,4,12.19,Bryant & Stratton (OH),2
21,Lexie,George,Freshman,,1,1,0,0,0,0,5,7,2,2,1,6,8.4,0,2.8,Bryant & Stratton (OH),2
8,Abby,Southern,Freshman,,1,0,0,0,0,0,0.2,0,0,0,1,1,10.5,0,0,Bryant & Stratton (OH),2
7,Amariah,Hoerner,Freshman,,15,3,2,1,0,3,84.2,115,94,74,56,82,6.78,2,6.12,Clark State,2
13,Hailey,Berry,Freshman,P,10,2,0,3,0,1,35.2,80,83,64,34,8,1.57,1,12.56,Clark State,2
10,Arizona,Henderson,Sophomore,INF,8,0,0,0,0,0,14,35,26,17,8,6,3,2,8.5,Clark State,2
18,Hallie,Mullett,Sophomore,NA,21,5,6,6,1,2,85,112,77,54,17,92,7.58,7,4.45,Cuyahoga,2
31,Lyndsey,Baglia,Sophomore,NA,23,3,4,5,0,1,81.1,115,82,67,18,85,7.32,7,5.77,Cuyahoga,2
25,Maelly,McGowen,Freshman,NA,12,0,2,0,0,0,22,37,23,18,4,5,1.59,3,5.73,Cuyahoga,2
26,Olivia,Lopez,Freshman,NA,5,0,0,1,0,0,10.2,30,31,17,9,4,2.63,2,11.16,Cuyahoga,2
13,Mikayla,Rash,Freshman,NA,3,1,0,1,0,0,6.1,16,19,19,5,1,1.11,4,21,Cuyahoga,2
9,Grace,Shaffer,Sophomore,P,24,14,11,7,0,7,115,163,107,67,32,76,4.63,7,4.08,Edison State,2
12,Savannah,Wead,Sophomore,P,28,18,13,5,2,6,100.2,170,114,91,51,76,5.28,6,6.33,Edison State,2
24,Anna,Quinn,Freshman,P/U,13,5,5,1,0,3,31,55,41,27,9,13,2.94,3,6.1,Edison State,2
21,Morgan,Pine,Sophomore,1B/P,10,1,0,2,4,0,12,24,20,16,6,8,4.67,2,9.33,Edison State,2
19,Hallie,McCoy,Sophomore,NA,20,16,3,11,0,7,83.1,136,104,58,12,39,3.28,12,4.87,Glen Oaks,2
12,Dakota,Sigler,Freshman,NA,19,7,4,9,0,3,75.1,114,87,54,34,47,4.37,3,5.02,Glen Oaks,2
21,Sierra,Smith,Freshman,NA,10,5,2,4,0,2,33,40,27,19,14,16,3.39,1,4.03,Glen Oaks,2
22,Brenna,Meyer,Freshman,NA,13,4,0,2,0,0,21.1,31,23,14,9,8,2.63,4,4.59,Glen Oaks,2
13,Torie,Barga,Freshman,NA,1,1,1,0,0,1,6,11,6,6,2,5,5.83,1,7,Glen Oaks,2
0,Izabella,Regner,Freshman,P/MI,29,26,20,5,3,23,174.2,126,54,34,29,292,11.7,7,1.36,Grand Rapids,2
19,Macy,Huver,Freshman,P/1B/3B,20,17,5,13,0,13,102,214,181,117,30,33,2.26,20,8.03,Grand Rapids,2
3,Alyssa,Wierenga,Freshman,MI/OF,1,0,0,0,0,0,2.1,5,6,6,4,0,0,0,18,Grand Rapids,2
10,Sydney,Pease,Freshman,"P,2B",25,18,11,5,0,9,110.2,148,82,62,41,61,3.86,7,3.92,Henry Ford,2
11,Jessica,Hoeszle,Freshman,P,22,13,7,6,1,9,90.1,147,92,49,27,68,5.27,6,3.8,Henry Ford,2
34,Jada,Oliver,Freshman,"P,3B",13,5,2,2,0,1,43.1,64,55,42,19,17,2.75,4,6.78,Henry Ford,2
8,Josephine,Niehoff,Freshman,"P, 1B",3,3,0,1,0,0,7,18,14,12,5,0,0,0,12,Henry Ford,2
41,Alina,Uicker,Sophomore,"P, UT",3,2,0,0,0,0,6.1,11,6,5,0,3,3.32,1,5.53,Henry Ford,2
15,Jaylynn,Reyes,Freshman,"P, 3B",1,0,0,0,0,0,1,5,5,3,0,0,0,0,21,Henry Ford,2
9,Andee,Lester,Sophomore,P/1st,18,8,7,2,0,5,81.2,86,67,46,61,47,4.03,1,3.94,Hocking,2
99,Alexis,Wilkes,Freshman,P/1st,16,4,4,1,0,2,63.1,82,64,45,34,34,3.76,3,4.97,Hocking,2
21,Kristen,Stromack,Freshman,P/Inf,11,7,1,3,0,2,43.2,33,19,16,13,50,8.02,1,2.56,Hocking,2
45,Abigail,Wilkerson,Freshman,P,6,0,1,0,0,0,21.2,31,18,11,10,13,4.2,2,3.55,Hocking,2
16,Carah,Mldadek,Freshman,P/OF,4,0,0,0,0,0,12,16,11,10,5,4,2.33,0,5.83,Hocking,2
3,Karyna,Lewis,Freshman,OF,1,0,0,0,0,0,5,8,3,3,1,0,0,0,4.2,Hocking,2
19,Emily,Breslin,Sophomore,P/1B,30,25,18,5,0,21,162,126,49,32,22,199,8.6,10,1.38,Jackson,2
23,Ashley,Williams,Sophomore,P/1B,19,17,7,6,0,3,75,73,60,38,61,68,6.35,3,3.55,Jackson,2
6,Rayven,Buchanan,Freshman,P,17,8,6,2,0,2,50.2,59,42,27,24,54,7.46,3,3.73,Jackson,2
2,Morgan,Michael,Sophomore,P/2B,20,2,4,0,1,0,44.1,73,56,35,17,23,3.63,1,5.53,Jackson,2
32,Lauren,Keller,Freshman,P/OF,8,6,5,2,0,2,28,48,33,26,19,16,4,2,6.5,Jackson,2
22,Savannah,Kirk,Sophomore,UT,1,0,0,0,0,0,2,1,1,1,0,0,0,0,3.5,Jackson,2
10,Sophia,Pavese,Sophomore,P/OF,24,23,8,8,0,10,105,120,81,69,46,107,7.13,14,4.6,Kalamazoo Valley,2
6,Hannah,Mellinger,Sophomore,,19,12,6,1,0,6,71,93,61,50,21,48,4.73,12,4.93,Kalamazoo Valley,2
22,Bayli,Reed,Freshman,P/1B,17,1,1,0,0,1,42.2,64,38,29,17,20,3.28,12,4.76,Kalamazoo Valley,2
15,Abby,Lucas,Freshman,P/1B,15,9,4,4,0,1,33.1,52,48,37,16,23,4.83,7,7.77,Kalamazoo Valley,2
4,Karly,Manning,Freshman,NA,27,18,12,7,0,14,139.1,124,86,45,67,203,10.2,10,2.26,Lake Michigan,2
23,Angela,Schmidt,Sophomore,NA,24,20,4,8,0,12,100.1,171,114,77,16,82,5.72,4,5.37,Lake Michigan,2
6,Jersie,Dawson,Freshman,NA,10,4,1,0,0,2,24.2,62,51,45,20,15,4.26,7,12.77,Lake Michigan,2
5,Lily,Seay,Freshman,RHP/OF,14,2,0,3,0,2,62,116,108,84,56,27,3.05,5,9.48,Lakeland,2
14,Tatianna,Matuz,Sophomore,1B/3B,11,3,1,4,0,2,47,126,97,75,19,10,1.49,3,11.17,Lakeland,2
1,Faith,Hartman,Freshman,RHP/OF,6,1,0,1,0,0,29,58,51,41,13,15,3.62,2,9.9,Lakeland,2
10,Samantha,Toke,Sophomore,OF,3,0,0,0,0,0,8.2,22,20,17,8,5,4.04,1,13.73,Lakeland,2
9,Morgen,Ahlfeld,Sophomore,"P,OF",35,7,22,11,1,5,175,196,118,84,62,198,7.92,20,3.36,Lansing,2
23,Madison,Travis,Freshman,"P,OF",16,0,6,3,1,0,55.2,64,50,32,25,33,4.15,9,4.02,Lansing,2
21,Lydia,Davenport,Sophomore,"P,IF",18,1,6,5,0,0,55,76,65,50,20,51,6.49,13,6.36,Lansing,2
18,Kelsey,Merillat,Freshman,P,16,0,1,1,0,0,27.1,35,25,15,5,17,4.35,6,3.84,Lansing,2
18,Allison,Vogt,Freshman,RHP,28,18,12,8,1,14,118.2,162,75,65,26,125,7.37,9,3.83,Macomb,2
5,Carly,Sierzenga,Sophomore,LHP,19,14,5,8,1,6,78.1,127,72,59,29,72,6.43,6,5.27,Macomb,2
27,Katelynn,Fraser,Freshman,RHP,18,10,5,4,1,2,76,122,65,52,29,44,4.05,9,4.79,Macomb,2
3,Jessica,Dineen,Sophomore,,22,7,0,0,0,0,60,126,111,64,9,10,1.17,3,7.47,Marian-Ancilla,2
18,Victoria,Franklin,Sophomore,,14,2,0,0,0,0,44.1,62,86,51,34,19,3,1,8.05,Marian-Ancilla,2
31,Madison,McGuire,Sophomore,,12,2,0,0,0,0,15.2,30,24,18,6,1,0.45,1,8.04,Marian-Ancilla,2
99,Alexis,Janeczko,Sophomore,,8,0,0,0,0,0,15.1,46,47,27,15,5,2.28,4,12.33,Marian-Ancilla,2
8,Allison,Zahm,Freshman,,12,3,0,0,0,0,12.2,34,36,29,17,4,2.21,4,16.03,Marian-Ancilla,2
20,Jane,Wright,Sophomore,RF,4,1,0,0,0,0,7.2,30,24,18,2,0,0,0,16.43,Marian-Ancilla,2
24,Ally,Hamm,Sophomore,,1,0,0,0,0,0,4,0,8,0,1,1,1.75,0,0,Marian-Ancilla,2
19,Hannah,Goldsborough,Sophomore,,2,0,0,0,0,0,3.1,14,17,10,6,1,2.1,1,21,Marian-Ancilla,2
6,Makayla,Serrano,Freshman,,1,0,0,0,0,0,3,7,7,2,0,1,2.33,0,4.67,Marian-Ancilla,2
7,Kierra,Himes,Freshman,,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,Marian-Ancilla,2
82,Izzy,Johnson,Sophomore,,1,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,Marian-Ancilla,2
14,Heidi,Nagel,Freshman,P,36,18,17,9,0,16,177.2,164,82,55,38,257,10.13,11,2.17,Mid Michigan,2
22,Maggie,Wallace,Sophomore,P/1B,17,4,2,10,0,0,55.1,127,121,68,28,34,4.3,6,8.6,Mid Michigan,2
10,Shelby,Bundy,Freshman,,13,6,3,3,0,1,45.1,60,56,36,26,37,5.71,8,5.56,Mid Michigan,2
1,Angelina,Lanham,Sophomore,OF,7,5,1,2,0,1,26,32,34,24,22,23,6.19,4,6.46,Mid Michigan,2
33,Joey,Newton,Freshman,P,30,17,11,7,3,10,113.1,169,119,112,53,83,5.13,22,6.92,Mott,2
14,Claire,Ouellette,Freshman,P/1B,17,12,8,3,1,6,74,123,61,54,7,34,3.22,10,5.11,Mott,2
24,Isabella,Passey,Freshman,P/OF,15,14,4,9,0,5,67.2,124,89,67,18,35,3.62,11,6.93,Mott,2
4,Madalyn,Caudill,Freshman,P/OF,9,3,1,3,0,2,23,51,37,34,10,10,3.04,2,10.35,Mott,2
27,Mara,LaHaine,Freshman,P,4,0,0,0,0,0,4,8,4,3,2,2,3.5,0,5.25,Mott,2
13,Lilli,Goodrich,Freshman,P/1B,15,11,4,7,2,10,75,90,63,48,44,75,7,5,4.48,Muskegon,2
2,Brianna,Pastor,Sophomore,P/IF,10,9,3,5,0,5,49.2,76,67,46,22,28,3.95,5,6.48,Muskegon,2
3,Cassie,Kohnke,Sophomore,OF/P,10,5,2,4,0,1,30,62,55,40,21,7,1.63,7,9.33,Muskegon,2
8,Brooklyn,Galdeen,Freshman,IF/P,6,4,2,2,0,2,24.2,39,23,19,5,13,3.69,2,5.39,Muskegon,2
6,Emily,Meyer,NA,NA,28,19,14,5,0,11,126,165,103,76,36,90,5,11,4.22,Oakland,2
1,Emma,McGrath,NA,NA,29,10,12,3,2,7,93,111,69,49,46,49,3.69,6,3.69,Oakland,2
7,Shelby,Skrzypczak,NA,NA,22,9,10,4,0,1,72,103,73,52,23,28,2.72,9,5.06,Oakland,2
17,Emma,Ruthenberg,NA,NA,4,0,0,0,0,0,6.2,14,9,7,2,0,0,0,7.35,Oakland,2
3,Shannon,Mosesso,Freshman,P,21,15,4,10,0,8,98,142,103,71,46,50,3.57,2,5.07,Schoolcraft,2
11,Alexa,Swiatkowski,Freshman,P,13,6,3,3,0,3,43,73,53,30,18,14,2.28,4,4.88,Schoolcraft,2
5,Sophie,Bater,Sophomore,P/IF,15,10,1,7,0,3,38.2,54,49,38,27,17,3.08,3,6.88,Schoolcraft,2
17,Emily,Wiltsie,Sophomore,P,11,6,0,2,0,3,30.1,65,45,37,16,15,3.46,4,8.54,Schoolcraft,2
24,Amber,Burzlaff,Freshman,P/OF,4,0,0,0,1,0,3.1,9,9,7,3,0,0,0,14.7,Schoolcraft,2
10,Kenadee,Amshay,Sophomore,P,25,4,0,14,0,2,85.2,171,162,93,58,36,2.94,6,7.6,St. Clair County,2
5,Kaylie,Rickert,Freshman,P,22,2,1,6,0,0,62.1,143,101,83,13,29,3.26,17,9.32,St. Clair County,2
2,Meriah,Mason,Sophomore,OF,18,4,1,10,0,1,47.1,118,91,64,20,29,4.29,9,9.46,St. Clair County,2
12,Brandi,Bassett,Freshman,UT,12,1,0,3,0,1,37,61,43,38,7,15,2.84,7,7.19,St. Clair County,2
8,Morgan,Gianformaggio,Freshman,P,2,0,1,0,0,0,4,6,8,7,3,0,0,1,12.25,St. Clair County,2
11,Abigail,Thibodeau,Sophomore,C/2B,1,0,0,0,0,0,1,2,3,3,2,0,0,0,21,St. Clair County,2
11,Brooklyn,Benno,Sophomore,P/1B,30,3,5,17,0,3,137,252,176,131,36,96,4.91,25,6.69,Bismarck State,2
24,Julie,Dysart,Freshman,,17,1,3,8,0,1,56.1,142,116,70,37,11,1.37,13,8.7,Bismarck State,2
10,Malee,Wittenberg,Sophomore,Util,6,0,0,1,0,0,11.1,45,42,41,18,7,4.32,1,25.32,Bismarck State,2
18,Emily,Kuehl,Sophomore,P,19,18,6,8,0,12,98.1,165,120,65,21,76,5.41,12,4.63,Dakota County Tech,2
16,Allie,Sibbald,Freshman,P,16,10,3,6,0,9,69.2,96,68,50,22,47,4.72,7,5.02,Dakota County Tech,2
15,Heather,Berrett,,NA,29,23,16,0,0,13,137,123,69,43,38,176,8.99,4,2.2,Dawson,2
42,Faith,McDonald,,NA,19,8,9,2,0,4,67.1,63,39,27,19,67,6.97,3,2.81,Dawson,2
23,Alison,Eldridge,Sophomore,NA,9,4,1,2,0,0,25.1,31,33,24,21,16,4.42,4,6.63,Dawson,2
27,Ashlyn,Cowdell,,NA,3,2,2,1,0,0,10,8,7,7,10,9,6.3,0,4.9,Dawson,2
18,Bradie,Strang,,NA,5,0,0,0,0,0,5.1,4,5,3,0,5,6.56,2,3.94,Dawson,2
8,Jaylin,Joss,Sophomore,,20,17,5,10,0,12,106.1,163,124,88,43,76,5,12,5.79,Lake Region State,2
10,Darian,Bender,Freshman,P,15,11,1,10,0,3,49.1,97,101,79,37,25,3.55,16,11.21,Lake Region State,2
24,Madison,Dauphinais,Freshman,P,18,6,1,5,0,2,29.1,79,93,82,34,19,4.53,18,19.57,Lake Region State,2
12,Taylor,Gebhart,Freshman,,11,3,0,3,0,0,13.1,30,32,28,23,6,3.15,7,14.7,Lake Region State,2
7,Gabrielle,Delorme,Freshman,,4,1,1,3,0,0,6.1,16,19,17,6,12,13.26,1,18.79,Lake Region State,2
17,Jozey,Goodall,Sophomore,,5,1,0,1,0,0,6.1,15,16,15,9,3,3.32,3,16.58,Lake Region State,2
13,Tesia,Hrom,Sophomore,,3,2,0,1,0,0,3,5,15,14,15,0,0,0,32.67,Lake Region State,2
44,Peyton,Whitehead,Freshman,P/INF,21,13,11,4,0,11,92.1,88,59,45,43,84,6.37,14,3.41,Miles,2
35,Madilyn,Henry,Sophomore,P/INF,13,11,10,1,0,9,63.1,87,58,44,17,44,4.86,9,4.86,Miles,2
99,Alex,Carr,Sophomore,P/OF,13,9,7,0,0,5,48.1,56,39,28,12,36,5.21,9,4.06,Miles,2
27,Hazel,Eaton,Sophomore,,9,7,6,2,0,5,28,43,28,25,16,16,4,7,6.25,Miles,2
2,Arin,Eaton,Freshman,,3,3,1,1,0,0,9,16,12,11,6,9,7,1,8.56,Miles,2
10,Kaleigh,Topilko,Freshman,P/1B,21,16,2,7,0,9,101,173,129,108,63,83,5.75,15,7.49,Williston State,2
2,Poppy,Carman,Sophomore,P / 1B,21,11,4,2,0,6,57,125,92,66,35,39,4.79,7,8.11,Williston State,2
24,Ava,Keicher,Freshman,P,17,10,1,4,0,2,50,129,103,91,30,11,1.54,9,12.74,Williston State,2
14,Taylan,Hansen,Freshman,P/INF,10,2,0,0,0,0,16.2,43,40,27,14,6,2.52,6,11.34,Williston State,2
3,Taylor,Barman,Sophomore,P/INF,9,3,0,2,0,0,15.1,23,22,8,13,5,2.28,3,3.65,Williston State,2
14,Molly,Martin,Freshman,P/OF,24,2,3,7,0,2,75.1,151,92,71,26,49,4.55,6,6.6,Orange County,2
15,Erin,Feeney,Sophomore,P/C/INF,13,2,3,8,0,1,59,114,100,52,34,37,4.39,3,6.17,Orange County,2
6,Jessica,Stewart,Sophomore,P/INF,10,3,1,5,0,0,16,38,45,28,13,5,2.19,2,12.25,Orange County,2
21,Miranda,Faber,Freshman,P/INF,5,2,0,2,0,0,13,30,22,15,4,3,1.62,0,8.08,Orange County,2
7,Madison,Brennan,Freshman,C/ INF,4,0,1,1,0,0,5.1,15,19,15,8,2,2.63,1,19.69,Orange County,2
15,Taylor,Hanger,Sophomore,P / 1B,23,19,12,9,0,16,123.2,160,95,67,42,80,4.53,10,3.79,East Central (MO),2
23,Kylie,McDaniel,Freshman,P / OF,20,13,3,11,0,3,66.2,122,95,54,19,38,3.99,8,5.67,East Central (MO),2
31,Ryan,Stutzman,Freshman,3B / P,17,8,1,4,0,2,52,91,71,44,25,24,3.23,12,5.92,East Central (MO),2
10,Mattison,Webb,Sophomore,P,29,23,4,12,0,7,118.2,184,169,111,76,43,2.54,19,6.55,Mineral Area,2
6,Alyssa,Spane,Sophomore,,28,23,3,17,0,7,117,223,180,139,74,44,2.63,26,8.32,Mineral Area,2
15,Alyssa,Brown,Freshman,,18,3,0,4,1,2,40.2,81,59,45,17,9,1.55,10,7.75,Mineral Area,2
16,Chloe,Coppedge,Sophomore,1B,3,0,0,0,0,0,9,14,9,5,3,3,2.33,2,3.89,Mineral Area,2
21,Emily,Miranda,Freshman,IF,5,0,0,0,0,0,8.2,12,5,5,4,1,0.81,0,4.04,Mineral Area,2
22,Mady,Klostermann,NA,NA,26,23,9,11,0,12,118,165,115,78,17,76,4.51,5,4.63,Moberly Area,2
11,Gracie,Hatton,NA,NA,22,18,4,12,0,4,89,143,121,72,45,46,3.62,11,5.66,Moberly Area,2
24,Abigayle,McNelly,NA,NA,16,3,0,5,0,0,36.2,57,52,30,19,16,3.05,0,5.73,Moberly Area,2
30,Madelynn,Harvey,NA,NA,13,3,1,1,0,0,28.1,62,60,38,19,8,1.98,3,9.39,Moberly Area,2
35,Emma,West,NA,NA,7,0,2,0,0,0,10.1,18,10,9,8,3,2.03,0,6.1,Moberly Area,2
2,Lexi,Sherrick,Sophomore,P/2B,32,29,26,3,1,20,171.1,139,63,44,37,162,6.62,6,1.8,St. Louis,2
7,Erin,Gill,Sophomore,OF/P,25,25,19,1,0,10,105.1,87,39,26,36,71,4.72,5,1.73,St. Louis,2
11,Mackenzie,Caudill,Sophomore,P,24,5,8,3,1,5,78.2,56,22,20,54,78,6.94,5,1.78,St. Louis,2
18,Kaylee,Yost,Freshman,P/OF,3,0,0,0,0,0,5.1,3,3,0,3,6,7.88,0,0,St. Louis,2
17,Isabella,Pondrom,Sophomore,P/INF,3,0,0,0,0,0,2,5,11,6,7,2,7,2,21,St. Louis,2
5,Carly,Collins,Sophomore,P,26,6,14,4,0,3,114.1,116,57,45,19,98,6,6,2.76,Delaware Tech,2
3,Alexis,Dowdy,Freshman,P,18,3,11,3,0,2,77.2,67,39,29,17,88,7.93,0,2.61,Delaware Tech,2
6,Kinley,Elliott,Freshman,P,16,0,2,1,1,0,29.1,64,32,27,4,24,5.73,1,6.44,Delaware Tech,2
11,Victoria,Henry,Sophomore,P,10,2,4,0,0,0,22,23,13,10,9,10,3.18,1,3.18,Delaware Tech,2
12,Hannah,Moore,Freshman,P,8,0,1,1,0,0,10.1,18,14,8,3,8,5.42,0,5.42,Delaware Tech,2
17,Allyson,Lemerise,Freshman,,21,18,11,7,0,13,112.1,119,77,63,48,76,4.74,12,3.93,Lackawanna,2
5,Alvia,Graber,Freshman,P/1B,20,20,8,8,0,8,91.2,128,109,77,50,63,4.81,7,5.88,Lackawanna,2
9,Tess,Ruschman,Sophomore,P/INF,13,6,4,3,0,4,48.2,73,43,35,9,29,4.17,4,5.03,Lackawanna,2
7,Aria,Reyes,Freshman,P/2B,13,3,3,2,0,0,27.1,38,22,20,10,17,4.35,3,5.12,Lackawanna,2
14,Emilee,Dickinson,Freshman,,3,0,0,0,0,0,4,3,3,3,3,3,5.25,0,5.25,Lackawanna,2
27,Riley,Ernst,Freshman,,2,0,0,0,0,0,3,0,0,0,2,2,4.67,0,0,Lackawanna,2
10,Gabby,Wettig,Freshman,,2,0,0,0,0,0,2,0,1,1,1,0,0,0,3.5,Lackawanna,2
11,Shea,Krebs,Freshman,P,24,20,18,4,0,10,109.1,107,62,45,41,123,7.88,8,2.88,Mercer County,2
13,Delaney,Misier,Sophomore,P,29,14,10,5,6,8,105.1,100,56,41,27,111,7.38,5,2.72,Mercer County,2
4,Gianna,DeMatteo,Sophomore,P,21,16,11,1,0,8,88.1,125,76,64,30,33,2.62,6,5.07,Mercer County,2
3,Mia,Land,Sophomore,OF,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Mercer County,2
9,Julie,Vervaet,Sophomore,P/IF,28,21,12,6,0,18,145,110,78,57,110,218,10.52,5,2.75,Morris,2
10,Kelly,Sesnick,Sophomore,P/IF,23,19,6,11,1,11,88,172,130,89,22,27,2.15,14,7.08,Morris,2
2,Madison,Paseler,Freshman,OF/IF/P,3,0,0,0,0,0,4,11,6,10,5,1,1.75,0,17.5,Morris,2
86,Vianna,D'Amico,Freshman,IF/P,1,1,0,1,0,0,1,3,10,10,4,2,14,0,70,Morris,2
23,Shannon,Russo,Sophomore,NA,17,11,1,9,0,9,65.1,149,153,77,20,43,4.61,15,8.25,Raritan Valley,2
14,Olivia,Mele,Sophomore,NA,13,11,1,10,0,5,42,125,168,107,76,26,4.33,1,17.83,Raritan Valley,2
10,Morgan,Mecham,Freshman,1B / P,18,8,10,6,0,5,89,136,75,58,15,76,5.98,9,4.56,Salem,2
8,Caitlyn,LaGreca,Freshman,IF / P,17,6,6,10,0,4,81.1,139,98,70,20,57,4.91,7,6.02,Salem,2
7,Karyn,Trice,Freshman,OF / P,4,0,0,0,0,0,8.1,15,12,9,2,9,7.56,1,7.56,Salem,2
12,Emily,Mallow,Sophomore,RHP/ 1B,4,2,1,0,0,2,15,29,27,14,6,11,5.13,1,6.53,Allegany Maryland,2
24,Cassidy,Drobek,,RHP/ 3B,2,2,0,1,0,0,7.2,22,27,12,15,7,6.39,1,10.96,Allegany Maryland,2
4,Jordyn,Warnick,Sophomore,SS/ RHP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Allegany Maryland,2
10,Jaclyn,Nevins,Sophomore,P/IF,18,15,7,7,0,13,100.1,139,83,61,29,87,6.07,13,4.26,Anne Arundel,2
20,Kendall,Thomas,Freshman,P/IF,12,5,4,5,0,4,50.2,87,48,38,7,16,2.21,5,5.25,Anne Arundel,2
1,Kaleigh,Hurd,Sophomore,P/OF,11,9,1,4,0,2,36.2,67,53,42,12,10,1.91,8,8.02,Anne Arundel,2
17,Makayla,Blake,Freshman,IF/P,3,1,0,1,0,0,5,10,6,5,3,1,1.4,0,7,Anne Arundel,2
18,Kayleigh,Rishel,Freshman,P,32,16,17,9,0,14,171,194,96,82,41,144,5.89,5,3.36,CCBC Catonsville,2
12,Felicity,Voss,Sophomore,P,13,5,2,7,0,5,61.1,121,104,89,16,25,2.85,11,10.16,CCBC Catonsville,2
10,Olivia,Wheel,Sophomore,,18,14,11,3,0,4,76.1,84,43,37,22,56,5.14,7,3.39,Chesapeake,2
24,Hannah,Schmitz,Freshman,,16,8,4,4,1,2,48.2,54,44,36,31,46,6.62,3,5.18,Chesapeake,2
8,Madison,Gentry,Sophomore,,16,9,5,2,0,4,45.1,61,50,44,24,44,6.79,7,6.79,Chesapeake,2
5,Brooke,Stulir,Freshman,,3,0,0,0,0,0,4,10,15,13,7,2,3.5,2,22.75,Chesapeake,2
22,Emily,Gunther,Freshman,P,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Chesapeake,2
34,Mary,Valle,Freshman,,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,Chesapeake,2
2,Paige,Flinchum,Freshman,P/ U,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,Frederick,2
39,Carli,Thayer,Freshman,P/IF/OF,4,4,0,1,0,4,0,0,0,0,0,0,0,0,0,Frederick,2
3,Lucia,Dawson,Freshman,NA,10,9,0,8,0,8,40,175,185,80,23,12,2.1,17,14,Garrett,2
20,Aimma,Miller,Freshman,NA,2,1,0,1,0,0,5,24,24,20,15,0,0,2,28,Garrett,2
2,Peyton,Sheffler,Sophomore,P/OF,16,12,5,6,1,9,80.1,159,109,95,40,40,3.49,20,8.28,Hagerstown,2
25,Adrianna,Beeler,Sophomore,IF/P,16,12,3,8,0,8,69.2,143,84,67,18,29,2.91,12,6.73,Hagerstown,2
15,Samantha,Hobert,Sophomore,P/IF,28,19,5,16,0,15,134.2,240,174,143,70,92,4.78,27,7.43,Howard (MD),2
10,Kasey,Smith,Freshman,P/IF,19,18,6,5,0,7,71,133,94,87,35,41,4.04,23,8.58,Howard (MD),2
24,Alyssa,Kelly,Freshman,U,11,1,2,4,0,0,22,36,27,17,10,8,2.55,1,5.41,Howard (MD),2
13,Kyndall,Hopkins,Freshman,"P, IF",17,15,1,8,1,15,91.1,121,111,76,60,105,8.05,7,5.82,Montgomery,2
12,Lesa,Mouzon,Freshman,"2nd, OF, P",10,10,2,4,0,8,48,99,82,67,37,20,2.92,4,9.77,Montgomery,2
9,Jenna,Jew,Sophomore,"OF, 3rd, P",2,1,0,0,0,0,6,16,18,14,6,4,4.67,2,16.33,Montgomery,2
25,Abby,Peace,Freshman,P/IF,29,25,22,2,2,22,152.2,89,38,29,55,270,12.38,1,1.33,Potomac State,2
24,Jenna,Burkhamer,Sophomore,OF/P,20,19,15,2,1,5,90,91,57,27,26,53,4.12,4,2.1,Potomac State,2
14,Riley,Schulze,Freshman,IF/OF,13,2,3,0,2,0,30.2,28,21,10,22,20,4.57,1,2.28,Potomac State,2
10,Katelin,Secrist,Freshman,P/OF,4,0,1,1,0,0,5,12,11,4,4,3,4.2,0,5.6,Potomac State,2
24,Madison,Kavlick,Freshman,RHP/1B,18,14,3,9,0,7,77.2,159,129,77,35,37,3.33,18,6.94,Southern Maryland,2
22,Lacey,Bateman,Freshman,RHP/1B,12,9,5,3,1,6,59.1,84,54,34,6,71,8.38,3,4.01,Southern Maryland,2
6,Kaela,Gilligan,Sophomore,OF/Util,7,3,1,2,0,1,14.2,24,38,31,19,5,2.39,3,14.8,Southern Maryland,2
4,Larissa,Simonds,Freshman,C/OF,1,0,0,0,0,0,3.2,6,4,2,7,1,1.91,0,3.82,Southern Maryland,2
8,Kaela,Pangman,Freshman,P/INF,22,21,4,6,0,16,104.1,231,199,142,41,35,2.35,10,9.53,Coahoma,2
26,Madison,Stringer,Freshman,Pitcher,16,4,0,2,0,2,46,99,92,60,42,8,1.22,1,9.13,Coahoma,2
30,Delainee,Burnham,Freshman,P,18,7,0,4,0,1,43.1,109,117,83,29,12,1.94,3,13.41,Coahoma,2
6,Ta’Kia,Jackson,Sophomore,Pitcher,9,8,2,1,0,0,15,36,65,41,29,8,3.73,2,19.13,Coahoma,2
19,Bailey,Edwards,Sophomore,P/INF,1,1,0,1,0,0,2.1,9,10,10,3,0,0,0,30,Coahoma,2
12,Cara,Biswell,Freshman,P,29,23,20,3,1,16,150.2,120,57,50,45,128,5.95,11,2.32,Copiah-Lincoln,2
22,Lila,Blackburn,Sophomore,P/UTL,24,21,12,2,0,3,88.1,67,51,34,48,89,7.05,7,2.69,Copiah-Lincoln,2
5,Belle,West,Sophomore,P/UTL,24,14,11,5,1,3,63,60,35,26,20,43,4.78,2,2.89,Copiah-Lincoln,2
